userid,total_login_count,days_since_last_login,email_freq,platform
3057,1,80.0,NONE,Sonepar
3058,28,9.0,NONE,Sonepar
3059,44,0.0,NONE,Sonepar
3060,1,7.0,NONE,Sonepar
3061,10,45.0,NONE,Sonepar
3063,5,0.0,NONE,Sonepar
3064,6,33.0,NONE,Sonepar
3065,1,47.0,NONE,Sonepar
3066,11,0.0,NONE,Sonepar
3067,26,6.0,NONE,Sonepar
3068,7,0.0,NONE,Sonepar
3070,31,0.0,NONE,Sonepar
3071,1,7.0,NONE,Sonepar
3072,1,76.0,NONE,Sonepar
3075,5,7.0,NONE,Sonepar
3076,2,46.0,NONE,Sonepar
3080,5,40.0,NONE,Sonepar
3081,11,0.0,NONE,Sonepar
3084,16,17.0,NONE,Sonepar
3085,39,0.0,NONE,Sonepar
3088,2,14.0,NONE,Sonepar
3090,4,0.0,NONE,Sonepar
3094,1,10.0,NONE,Sonepar
3095,2,0.0,NONE,Sonepar
3098,1,6.0,NONE,Sonepar
3099,19,0.0,NONE,Sonepar
3100,20,0.0,NONE,Sonepar
3101,16,0.0,NONE,Sonepar
3103,15,5.0,NONE,Sonepar
3104,29,4.0,NONE,Sonepar
3105,7,3.0,NONE,Sonepar
3106,1,54.0,NONE,Sonepar
3108,7,3.0,NONE,Sonepar
3109,20,0.0,NONE,Sonepar
3110,23,4.0,NONE,Sonepar
3112,13,0.0,NONE,Sonepar
3114,1,18.0,NONE,Sonepar
3116,19,0.0,NONE,Sonepar
3120,6,48.0,NONE,Sonepar
3122,5,0.0,NONE,Sonepar
3124,3,5.0,NONE,Sonepar
3125,8,7.0,NONE,Sonepar
3127,1,6.0,NONE,Sonepar
3128,2,3.0,NONE,Sonepar
3129,29,4.0,WEEKLY,Sonepar
3131,2,45.0,NONE,Sonepar
3132,9,3.0,NONE,Sonepar
3135,3,62.0,NONE,Sonepar
3136,1,74.0,NONE,Sonepar
3137,2,0.0,NONE,Sonepar
3138,45,0.0,NONE,Sonepar
3139,2,41.0,NONE,Sonepar
3140,19,3.0,NONE,Sonepar
3142,1,54.0,NONE,Sonepar
3144,3,4.0,NONE,Sonepar
3145,16,6.0,NONE,Sonepar
3146,2,3.0,NONE,Sonepar
3148,18,0.0,NONE,Sonepar
3149,3,32.0,NONE,Sonepar
3150,2,77.0,NONE,Sonepar
3152,9,0.0,NONE,Sonepar
3153,26,0.0,NONE,Sonepar
3154,5,10.0,NONE,Sonepar
3155,2,34.0,NONE,Sonepar
3157,3,0.0,NONE,Sonepar
3158,1,66.0,NONE,Sonepar
3159,12,0.0,NONE,Sonepar
3160,6,3.0,NONE,Sonepar
3164,14,3.0,NONE,Sonepar
3165,28,0.0,NONE,Sonepar
3166,2,47.0,NONE,Sonepar
3167,113,0.0,NONE,Sonepar
3168,34,0.0,NONE,Sonepar
3170,19,10.0,NONE,Sonepar
3171,7,0.0,NONE,Sonepar
3174,1,0.0,NONE,Sonepar
3175,3,35.0,NONE,Sonepar
3177,4,14.0,NONE,Sonepar
3178,9,0.0,NONE,Sonepar
3179,1,54.0,NONE,Sonepar
3181,6,0.0,NONE,Sonepar
3182,12,4.0,NONE,Sonepar
3183,13,3.0,NONE,Sonepar
3185,4,48.0,NONE,Sonepar
3187,76,0.0,NONE,Sonepar
3188,13,10.0,NONE,Sonepar
3190,5,40.0,WEEKLY,Sonepar
3191,1,73.0,NONE,Sonepar
3192,5,0.0,NONE,Sonepar
3193,9,3.0,NONE,Sonepar
3194,5,7.0,NONE,Sonepar
3196,2,7.0,NONE,Sonepar
3197,2,7.0,NONE,Sonepar
3198,1,40.0,NONE,Sonepar
3200,1,60.0,NONE,Sonepar
3201,5,6.0,NONE,Sonepar
3203,3,6.0,NONE,Sonepar
3204,12,24.0,NONE,Sonepar
3205,1,48.0,NONE,Sonepar
3207,13,0.0,NONE,Sonepar
3209,3,0.0,NONE,Sonepar
3210,18,3.0,NONE,Sonepar
3212,1,0.0,NONE,Sonepar
3213,1,32.0,NONE,Sonepar
3214,3,66.0,NONE,Sonepar
3215,16,3.0,NONE,Sonepar
3216,5,5.0,NONE,Sonepar
3217,1,38.0,NONE,Sonepar
3218,1,47.0,NONE,Sonepar
3219,22,38.0,NONE,Sonepar
3220,5,3.0,NONE,Sonepar
3221,2,5.0,NONE,Sonepar
3222,4,74.0,NONE,Sonepar
3223,1,73.0,NONE,Sonepar
3229,7,3.0,NONE,Sonepar
3230,11,0.0,NONE,Sonepar
3231,2,10.0,NONE,Sonepar
3233,3,12.0,NONE,Sonepar
3234,8,28.0,NONE,Sonepar
3237,8,17.0,NONE,Sonepar
3238,4,13.0,NONE,Sonepar
3239,20,4.0,NONE,Sonepar
3243,19,4.0,NONE,Sonepar
3244,20,4.0,NONE,Sonepar
3245,14,0.0,NONE,Sonepar
3246,3,0.0,NONE,Sonepar
3247,10,31.0,NONE,Sonepar
3248,2,3.0,NONE,Sonepar
3249,6,0.0,NONE,Sonepar
3250,3,7.0,NONE,Sonepar
3252,40,0.0,NONE,Sonepar
3253,4,0.0,NONE,Sonepar
3255,9,3.0,NONE,Sonepar
3256,9,3.0,NONE,Sonepar
3257,15,0.0,NONE,Sonepar
3259,23,11.0,NONE,Sonepar
3261,2,5.0,NONE,Sonepar
3262,19,0.0,NONE,Sonepar
3264,27,0.0,NONE,Sonepar
3265,20,4.0,NONE,Sonepar
3266,93,0.0,NONE,Sonepar
3269,1,47.0,NONE,Sonepar
3271,27,0.0,NONE,Sonepar
3272,1,10.0,NONE,Sonepar
3273,22,3.0,NONE,Sonepar
3279,12,0.0,NONE,Sonepar
3280,9,31.0,NONE,Sonepar
3281,2,21.0,NONE,Sonepar
3282,5,10.0,NONE,Sonepar
3283,5,7.0,NONE,Sonepar
3285,31,0.0,NONE,Sonepar
3286,24,0.0,NONE,Sonepar
3291,12,0.0,NONE,Sonepar
3292,2,5.0,NONE,Sonepar
3293,7,4.0,NONE,Sonepar
3294,3,41.0,NONE,Sonepar
3295,11,32.0,NONE,Sonepar
3296,5,32.0,NONE,Sonepar
3297,1,4.0,NONE,Sonepar
3298,4,5.0,NONE,Sonepar
3300,9,5.0,NONE,Sonepar
3301,12,3.0,NONE,Sonepar
3302,8,55.0,NONE,Sonepar
3303,1,49.0,NONE,Sonepar
3304,6,5.0,NONE,Sonepar
3307,1,76.0,NONE,Sonepar
3308,64,18.0,NONE,Sonepar
3309,16,0.0,NONE,Sonepar
3312,28,31.0,NONE,Sonepar
3313,4,4.0,NONE,Sonepar
3314,2,75.0,NONE,Sonepar
3316,3,21.0,NONE,Sonepar
3322,3,21.0,NONE,Sonepar
3323,1,7.0,NONE,Sonepar
3324,17,4.0,NONE,Sonepar
3325,15,0.0,NONE,Sonepar
3326,1,40.0,NONE,Sonepar
3327,2,0.0,NONE,Sonepar
3328,2,0.0,NONE,Sonepar
3330,2,24.0,NONE,Sonepar
3331,5,0.0,NONE,Sonepar
3334,24,0.0,NONE,Sonepar
3335,16,0.0,NONE,Sonepar
3336,2,0.0,NONE,Sonepar
3337,1,7.0,NONE,Sonepar
3338,3,0.0,NONE,Sonepar
3339,37,0.0,NONE,Sonepar
3340,3,4.0,NONE,Sonepar
3342,2,5.0,NONE,Sonepar
3343,2,3.0,NONE,Sonepar
3344,1,0.0,NONE,Sonepar
3345,9,0.0,NONE,Sonepar
3348,6,3.0,NONE,Sonepar
3349,2,10.0,NONE,Sonepar
3352,11,6.0,NONE,Sonepar
3355,2,10.0,NONE,Sonepar
3356,2,3.0,NONE,Sonepar
3357,1,7.0,NONE,Sonepar
3358,30,0.0,DAILY,Sonepar
3359,2,4.0,NONE,Sonepar
3364,7,34.0,NONE,Sonepar
3365,22,10.0,NONE,Sonepar
3366,1,4.0,NONE,Sonepar
3367,15,5.0,NONE,Sonepar
3368,69,0.0,NONE,Sonepar
3369,8,3.0,NONE,Sonepar
3370,8,0.0,NONE,Sonepar
3373,8,21.0,NONE,Sonepar
3376,21,0.0,NONE,Sonepar
3378,16,3.0,NONE,Sonepar
3379,1,21.0,NONE,Sonepar
3380,10,31.0,NONE,Sonepar
3382,1,10.0,NONE,Sonepar
3383,33,0.0,NONE,Sonepar
3384,2,7.0,NONE,Sonepar
3385,1,14.0,NONE,Sonepar
3386,8,14.0,NONE,Sonepar
3388,50,0.0,NONE,Sonepar
3389,3,5.0,NONE,Sonepar
3392,3,4.0,NONE,Sonepar
3393,10,0.0,NONE,Sonepar
3395,21,14.0,NONE,Sonepar
3396,5,0.0,NONE,Sonepar
3397,1,42.0,NONE,Sonepar
3399,2,55.0,NONE,Sonepar
3401,2,33.0,NONE,Sonepar
3402,7,5.0,NONE,Sonepar
3404,8,40.0,NONE,Sonepar
3405,1,77.0,NONE,Sonepar
3406,2,54.0,NONE,Sonepar
3408,17,0.0,NONE,Sonepar
3409,7,5.0,NONE,Sonepar
3411,22,5.0,NONE,Sonepar
3412,61,0.0,NONE,Sonepar
3413,2,73.0,NONE,Sonepar
3414,2,32.0,NONE,Sonepar
3415,1,54.0,NONE,Sonepar
3416,31,0.0,NONE,Sonepar
3417,5,7.0,NONE,Sonepar
3419,83,0.0,NONE,Sonepar
3420,18,3.0,NONE,Sonepar
3422,9,0.0,NONE,Sonepar
3423,5,3.0,NONE,Sonepar
3424,64,0.0,NONE,Sonepar
3427,10,6.0,NONE,Sonepar
3428,2,6.0,NONE,Sonepar
3430,15,6.0,NONE,Sonepar
3433,10,14.0,NONE,Sonepar
3435,19,3.0,NONE,Sonepar
3436,24,3.0,NONE,Sonepar
3437,1,10.0,NONE,Sonepar
3438,27,0.0,NONE,Sonepar
3439,7,0.0,NONE,Sonepar
3440,5,55.0,NONE,Sonepar
3442,7,6.0,NONE,Sonepar
3444,7,3.0,NONE,Sonepar
3445,14,6.0,NONE,Sonepar
3446,6,42.0,NONE,Sonepar
3449,2,33.0,NONE,Sonepar
3453,1,74.0,NONE,Sonepar
3456,28,0.0,NONE,Sonepar
3457,2,40.0,NONE,Sonepar
3458,25,0.0,NONE,Sonepar
3459,1,49.0,NONE,Sonepar
3460,1,0.0,NONE,Sonepar
3461,46,0.0,NONE,Sonepar
3462,6,0.0,NONE,Sonepar
3464,1,54.0,NONE,Sonepar
3465,2,18.0,NONE,Sonepar
3471,4,54.0,NONE,Sonepar
3472,16,42.0,NONE,Sonepar
3476,6,7.0,NONE,Sonepar
3477,9,5.0,NONE,Sonepar
3480,17,3.0,NONE,Sonepar
3481,3,55.0,NONE,Sonepar
3483,9,3.0,NONE,Sonepar
3484,1,54.0,NONE,Sonepar
3485,18,27.0,NONE,Sonepar
3489,4,11.0,NONE,Sonepar
3490,2,10.0,NONE,Sonepar
3491,9,0.0,NONE,Sonepar
3493,18,0.0,NONE,Sonepar
3495,19,26.0,NONE,Sonepar
3496,1,0.0,NONE,Sonepar
3497,10,28.0,NONE,Sonepar
3498,4,13.0,NONE,Sonepar
3500,6,7.0,NONE,Sonepar
3501,2,32.0,NONE,Sonepar
3504,1,17.0,NONE,Sonepar
3506,16,8.0,NONE,Sonepar
3510,25,4.0,NONE,Sonepar
3511,9,14.0,NONE,Sonepar
3517,6,0.0,NONE,Sonepar
3519,20,0.0,NONE,Sonepar
3520,43,18.0,NONE,Sonepar
3521,1,10.0,NONE,Sonepar
3522,2,38.0,NONE,Sonepar
3525,1,53.0,NONE,Sonepar
3526,1,59.0,NONE,Sonepar
3527,7,41.0,NONE,Sonepar
3528,1,21.0,NONE,Sonepar
3529,4,3.0,NONE,Sonepar
3530,6,12.0,NONE,Sonepar
3531,68,0.0,NONE,Sonepar
3532,1,80.0,NONE,Sonepar
3534,20,0.0,NONE,Sonepar
3541,3,6.0,NONE,Sonepar
3542,7,0.0,NONE,Sonepar
3543,13,18.0,NONE,Sonepar
3545,81,3.0,NONE,Sonepar
3546,2,0.0,NONE,Sonepar
3548,25,0.0,NONE,Sonepar
3549,24,0.0,NONE,Sonepar
3551,3,6.0,NONE,Sonepar
3552,18,5.0,NONE,Sonepar
3556,60,3.0,NONE,Sonepar
3557,1,55.0,NONE,Sonepar
3560,1,77.0,NONE,Sonepar
3563,36,0.0,NONE,Sonepar
3564,29,3.0,NONE,Sonepar
3566,4,6.0,NONE,Sonepar
3568,7,0.0,NONE,Sonepar
3570,84,0.0,NONE,Sonepar
3574,1,7.0,NONE,Sonepar
3576,5,33.0,NONE,Sonepar
3578,1,38.0,NONE,Sonepar
3579,1,80.0,NONE,Sonepar
3580,9,6.0,NONE,Sonepar
3582,12,0.0,NONE,Sonepar
3583,1,73.0,NONE,Sonepar
3586,108,0.0,NONE,Sonepar
3588,23,10.0,NONE,Sonepar
3589,1,7.0,NONE,Sonepar
3590,9,3.0,WEEKLY,Sonepar
3591,10,5.0,NONE,Sonepar
3596,2,4.0,NONE,Sonepar
3600,2,21.0,NONE,Sonepar
3601,13,0.0,NONE,Sonepar
3603,2,55.0,NONE,Sonepar
3604,5,0.0,NONE,Sonepar
3605,1,5.0,NONE,Sonepar
3616,3,6.0,NONE,Sonepar
3619,1,75.0,NONE,Sonepar
3620,1,56.0,NONE,Sonepar
3622,1,10.0,NONE,Sonepar
3624,44,0.0,NONE,Sonepar
3629,7,5.0,NONE,Sonepar
3630,35,4.0,NONE,Sonepar
3632,6,27.0,NONE,Sonepar
3634,1,67.0,NONE,Sonepar
3635,1,54.0,NONE,Sonepar
3638,7,0.0,NONE,Sonepar
3641,1,4.0,NONE,Sonepar
3642,7,54.0,NONE,Sonepar
3643,9,0.0,NONE,Sonepar
3645,1,77.0,NONE,Sonepar
3646,8,73.0,NONE,Sonepar
3650,19,0.0,NONE,Sonepar
3655,21,0.0,NONE,Sonepar
3660,16,3.0,NONE,Sonepar
3661,18,3.0,NONE,Sonepar
3662,1,10.0,NONE,Sonepar
3663,6,11.0,NONE,Sonepar
3664,26,7.0,NONE,Sonepar
3665,24,11.0,NONE,Sonepar
3668,15,9.0,NONE,Sonepar
3670,14,2.0,NONE,Sonepar
3672,6,3.0,NONE,Sonepar
3673,2,10.0,NONE,Sonepar
3674,19,3.0,NONE,Sonepar
3675,1,54.0,NONE,Sonepar
3677,8,7.0,NONE,Sonepar
3678,4,41.0,NONE,Sonepar
3679,3,38.0,NONE,Sonepar
3681,2,35.0,NONE,Sonepar
3682,24,0.0,NONE,Sonepar
3683,6,18.0,NONE,Sonepar
3684,3,5.0,NONE,Sonepar
3685,19,0.0,NONE,Sonepar
3686,17,4.0,NONE,Sonepar
3688,2,73.0,NONE,Sonepar
3690,5,3.0,NONE,Sonepar
3691,8,0.0,NONE,Sonepar
3692,6,35.0,NONE,Sonepar
3693,1,53.0,NONE,Sonepar
3694,1,73.0,NONE,Sonepar
3695,10,39.0,NONE,Sonepar
3696,20,3.0,NONE,Sonepar
3697,55,0.0,NONE,Sonepar
3698,15,4.0,NONE,Sonepar
3702,18,6.0,NONE,Sonepar
3704,6,4.0,NONE,Sonepar
3706,1,67.0,NONE,Sonepar
3708,3,54.0,NONE,Sonepar
3709,2,3.0,NONE,Sonepar
3710,1,54.0,NONE,Sonepar
3712,24,0.0,NONE,Sonepar
3713,10,10.0,NONE,Sonepar
3714,1,13.0,NONE,Sonepar
3716,20,0.0,NONE,Sonepar
3717,2,10.0,NONE,Sonepar
3718,27,0.0,NONE,Sonepar
3719,2,10.0,NONE,Sonepar
3720,1,67.0,NONE,Sonepar
3722,2,4.0,NONE,Sonepar
3724,3,56.0,NONE,Sonepar
3730,15,3.0,NONE,Sonepar
3731,1,6.0,NONE,Sonepar
3732,62,0.0,NONE,Sonepar
3733,3,7.0,DAILY,Sonepar
3734,1,28.0,NONE,Sonepar
3735,56,0.0,NONE,Sonepar
3736,1,68.0,NONE,Sonepar
3737,32,5.0,NONE,Sonepar
3738,13,0.0,NONE,Sonepar
3739,11,0.0,NONE,Sonepar
3742,57,0.0,NONE,Sonepar
3743,15,0.0,NONE,Sonepar
3744,4,7.0,NONE,Sonepar
3745,6,0.0,NONE,Sonepar
3750,3,4.0,NONE,Sonepar
3751,6,0.0,NONE,Sonepar
3754,1,4.0,NONE,Sonepar
3756,1,53.0,NONE,Sonepar
3757,1,35.0,NONE,Sonepar
3759,7,0.0,NONE,Sonepar
3760,41,0.0,NONE,Sonepar
3763,1,60.0,NONE,Sonepar
3765,5,12.0,NONE,Sonepar
3766,8,0.0,NONE,Sonepar
3767,1,12.0,NONE,Sonepar
3769,9,0.0,NONE,Sonepar
3770,2,4.0,NONE,Sonepar
3771,12,0.0,NONE,Sonepar
3772,10,0.0,NONE,Sonepar
3773,17,6.0,NONE,Sonepar
3774,30,3.0,NONE,Sonepar
3776,4,3.0,NONE,Sonepar
3778,19,0.0,NONE,Sonepar
3780,4,12.0,NONE,Sonepar
3781,2,14.0,NONE,Sonepar
3782,37,3.0,NONE,Sonepar
3783,1,70.0,NONE,Sonepar
3784,1,11.0,NONE,Sonepar
3785,17,0.0,NONE,Sonepar
3787,18,7.0,NONE,Sonepar
3788,3,3.0,NONE,Sonepar
3789,1,54.0,NONE,Sonepar
3791,53,0.0,NONE,Sonepar
3792,1,48.0,NONE,Sonepar
3793,20,0.0,NONE,Sonepar
3794,6,0.0,NONE,Sonepar
3798,18,12.0,NONE,Sonepar
3803,63,17.0,NONE,Sonepar
3805,10,0.0,NONE,Sonepar
3806,5,3.0,NONE,Sonepar
3807,22,3.0,NONE,Sonepar
3808,6,5.0,NONE,Sonepar
3809,13,40.0,NONE,Sonepar
3810,4,0.0,NONE,Sonepar
3814,8,3.0,NONE,Sonepar
3815,2,53.0,NONE,Sonepar
3822,2,42.0,NONE,Sonepar
3824,5,10.0,NONE,Sonepar
3826,4,11.0,NONE,Sonepar
3827,2,5.0,NONE,Sonepar
3828,4,7.0,NONE,Sonepar
3831,1,5.0,NONE,Sonepar
3832,2,11.0,NONE,Sonepar
3835,9,3.0,NONE,Sonepar
3837,1,75.0,NONE,Sonepar
3838,1,4.0,NONE,Sonepar
3840,34,0.0,NONE,Sonepar
3842,9,0.0,NONE,Sonepar
3843,2,76.0,NONE,Sonepar
3844,1,32.0,NONE,Sonepar
3845,1,20.0,NONE,Sonepar
3848,35,0.0,NONE,Sonepar
3849,6,0.0,NONE,Sonepar
3851,8,3.0,NONE,Sonepar
3853,2,21.0,NONE,Sonepar
3854,19,3.0,NONE,Sonepar
3855,2,73.0,NONE,Sonepar
3856,6,33.0,NONE,Sonepar
3857,13,59.0,NONE,Sonepar
3863,4,3.0,NONE,Sonepar
3864,2,42.0,NONE,Sonepar
3865,4,5.0,NONE,Sonepar
3867,2,21.0,NONE,Sonepar
3868,1,54.0,NONE,Sonepar
3870,4,4.0,NONE,Sonepar
3871,30,21.0,NONE,Sonepar
3875,15,0.0,NONE,Sonepar
3876,4,7.0,NONE,Sonepar
3877,7,3.0,NONE,Sonepar
3880,3,75.0,NONE,Sonepar
3881,50,0.0,NONE,Sonepar
3882,3,18.0,NONE,Sonepar
3886,40,0.0,NONE,Sonepar
3887,54,17.0,NONE,Sonepar
3888,149,0.0,NONE,Sonepar
3889,18,0.0,NONE,Sonepar
3891,50,0.0,NONE,Sonepar
3892,14,0.0,NONE,Sonepar
3893,30,0.0,NONE,Sonepar
3894,1,35.0,NONE,Sonepar
3896,9,27.0,NONE,Sonepar
3897,2,4.0,NONE,Sonepar
3898,1,14.0,NONE,Sonepar
3899,31,4.0,NONE,Sonepar
3901,3,0.0,NONE,Sonepar
3905,25,0.0,NONE,Sonepar
3910,15,0.0,NONE,Sonepar
3911,1,54.0,NONE,Sonepar
3913,1,69.0,NONE,Sonepar
3917,1,7.0,NONE,Sonepar
3918,1,6.0,NONE,Sonepar
3919,28,0.0,NONE,Sonepar
3921,1,0.0,NONE,Sonepar
3922,1,0.0,NONE,Sonepar
3923,10,6.0,NONE,Sonepar
3926,5,7.0,NONE,Sonepar
3927,4,80.0,NONE,Sonepar
3929,22,0.0,NONE,Sonepar
3933,5,62.0,NONE,Sonepar
3934,2,7.0,NONE,Sonepar
3936,1,18.0,NONE,Sonepar
3937,2,0.0,NONE,Sonepar
3938,4,0.0,NONE,Sonepar
3939,7,26.0,NONE,Sonepar
3942,2,26.0,NONE,Sonepar
3945,4,4.0,NONE,Sonepar
3946,1,76.0,NONE,Sonepar
3947,48,0.0,NONE,Sonepar
3948,1,74.0,NONE,Sonepar
3949,32,3.0,NONE,Sonepar
3950,7,3.0,NONE,Sonepar
3951,3,61.0,NONE,Sonepar
3952,9,4.0,NONE,Sonepar
3953,6,3.0,NONE,Sonepar
3954,3,5.0,NONE,Sonepar
3958,3,45.0,NONE,Sonepar
3959,99,0.0,NONE,Sonepar
3960,9,53.0,NONE,Sonepar
3961,70,11.0,NONE,Sonepar
3963,5,6.0,NONE,Sonepar
3964,47,3.0,NONE,Sonepar
3965,13,6.0,NONE,Sonepar
3966,3,4.0,NONE,Sonepar
3967,3,4.0,NONE,Sonepar
3968,2,54.0,NONE,Sonepar
3970,31,4.0,NONE,Sonepar
3971,1,45.0,NONE,Sonepar
3972,3,11.0,NONE,Sonepar
3973,35,0.0,NONE,Sonepar
3974,49,0.0,NONE,Sonepar
3975,9,0.0,NONE,Sonepar
3977,10,3.0,NONE,Sonepar
3978,2,12.0,NONE,Sonepar
3980,7,0.0,NONE,Sonepar
3983,13,0.0,NONE,Sonepar
3985,7,3.0,NONE,Sonepar
3986,31,0.0,NONE,Sonepar
3987,4,4.0,NONE,Sonepar
3988,51,0.0,NONE,Sonepar
3989,3,47.0,NONE,Sonepar
3990,1,38.0,NONE,Sonepar
3992,15,3.0,NONE,Sonepar
3993,1,33.0,NONE,Sonepar
3997,1,7.0,NONE,Sonepar
4001,6,20.0,NONE,Sonepar
4003,13,3.0,NONE,Sonepar
4004,1,41.0,NONE,Sonepar
4006,8,4.0,NONE,Sonepar
4008,28,0.0,NONE,Sonepar
4010,2,0.0,NONE,Sonepar
4012,4,3.0,NONE,Sonepar
4013,94,0.0,NONE,Sonepar
4014,5,4.0,NONE,Sonepar
4016,2,26.0,NONE,Sonepar
4018,7,10.0,NONE,Sonepar
4020,4,34.0,NONE,Sonepar
4021,16,3.0,NONE,Sonepar
4022,23,0.0,NONE,Sonepar
4023,4,4.0,NONE,Sonepar
4024,1,10.0,NONE,Sonepar
4025,1,7.0,NONE,Sonepar
4026,2,69.0,NONE,Sonepar
4027,12,6.0,NONE,Sonepar
4028,1,34.0,NONE,Sonepar
4030,41,45.0,NONE,Sonepar
4031,4,6.0,NONE,Sonepar
4032,1,70.0,NONE,Sonepar
4033,1,70.0,NONE,Sonepar
4035,2,5.0,NONE,Sonepar
4038,23,0.0,NONE,Sonepar
4039,32,28.0,NONE,Sonepar
4040,42,3.0,NONE,Sonepar
4041,11,11.0,NONE,Sonepar
4042,59,0.0,NONE,Sonepar
4043,9,0.0,NONE,Sonepar
4045,6,0.0,NONE,Sonepar
4047,48,0.0,NONE,Sonepar
4048,25,3.0,NONE,Sonepar
4049,2,0.0,NONE,Sonepar
4050,2,32.0,NONE,Sonepar
4051,4,6.0,NONE,Sonepar
4052,49,0.0,NONE,Sonepar
4053,10,14.0,NONE,Sonepar
4055,12,0.0,NONE,Sonepar
4056,1,7.0,NONE,Sonepar
4062,19,0.0,DAILY,Sonepar
4063,1,59.0,NONE,Sonepar
4065,11,3.0,NONE,Sonepar
4066,27,0.0,NONE,Sonepar
4067,2,7.0,NONE,Sonepar
4071,64,0.0,NONE,Sonepar
4072,6,0.0,NONE,Sonepar
4073,2,3.0,NONE,Sonepar
4075,1,39.0,NONE,Sonepar
4076,21,0.0,NONE,Sonepar
4078,47,3.0,NONE,Sonepar
4079,4,5.0,NONE,Sonepar
4080,3,7.0,NONE,Sonepar
4083,2,7.0,NONE,Sonepar
4085,29,0.0,NONE,Sonepar
4086,13,0.0,NONE,Sonepar
4088,34,0.0,NONE,Sonepar
4089,15,13.0,NONE,Sonepar
4090,7,0.0,NONE,Sonepar
4091,1,19.0,NONE,Sonepar
4093,10,14.0,NONE,Sonepar
4094,12,0.0,NONE,Sonepar
4095,6,8.0,NONE,Sonepar
4097,23,0.0,NONE,Sonepar
4098,17,3.0,NONE,Sonepar
4100,17,8.0,NONE,Sonepar
4101,95,0.0,NONE,Sonepar
4102,18,0.0,NONE,Sonepar
4103,1,10.0,NONE,Sonepar
4104,4,69.0,NONE,Sonepar
4105,9,13.0,NONE,Sonepar
4106,8,3.0,NONE,Sonepar
4107,8,3.0,NONE,Sonepar
4108,7,0.0,NONE,Sonepar
4109,8,45.0,NONE,Sonepar
4110,38,0.0,NONE,Sonepar
4111,6,0.0,NONE,Sonepar
4115,11,4.0,NONE,Sonepar
4116,15,6.0,NONE,Sonepar
4118,4,3.0,NONE,Sonepar
4119,7,3.0,NONE,Sonepar
4120,5,2.0,NONE,Sonepar
4122,18,7.0,NONE,Sonepar
4127,1,48.0,NONE,Sonepar
4132,23,4.0,NONE,Sonepar
4133,7,0.0,NONE,Sonepar
4134,1,66.0,NONE,Sonepar
4135,14,0.0,NONE,Sonepar
4136,16,0.0,NONE,Sonepar
4137,2,5.0,NONE,Sonepar
4139,32,61.0,NONE,Sonepar
4141,15,3.0,NONE,Sonepar
4142,21,0.0,NONE,Sonepar
4143,2,7.0,NONE,Sonepar
4144,1,69.0,NONE,Sonepar
4148,1,34.0,NONE,Sonepar
4149,6,4.0,NONE,Sonepar
4150,22,6.0,NONE,Sonepar
4161,24,0.0,NONE,Sonepar
4162,1,66.0,NONE,Sonepar
4163,7,26.0,NONE,Sonepar
4166,2,38.0,NONE,Sonepar
4167,16,4.0,NONE,Sonepar
4169,2,13.0,NONE,Sonepar
4170,2,17.0,NONE,Sonepar
4172,40,10.0,NONE,Sonepar
4173,1,41.0,NONE,Sonepar
4174,33,3.0,NONE,Sonepar
4175,25,3.0,NONE,Sonepar
4176,1,60.0,NONE,Sonepar
4178,20,20.0,NONE,Sonepar
4180,5,7.0,NONE,Sonepar
4184,5,0.0,NONE,Sonepar
4185,16,0.0,NONE,Sonepar
4187,2,10.0,NONE,Sonepar
4189,2,6.0,NONE,Sonepar
4190,27,4.0,NONE,Sonepar
4191,29,0.0,NONE,Sonepar
4192,11,0.0,NONE,Sonepar
4193,6,0.0,NONE,Sonepar
4194,2,3.0,NONE,Sonepar
4196,1,54.0,NONE,Sonepar
4197,3,5.0,NONE,Sonepar
4200,8,0.0,NONE,Sonepar
4201,1,7.0,NONE,Sonepar
4202,21,0.0,NONE,Sonepar
4204,41,0.0,NONE,Sonepar
4205,20,10.0,NONE,Sonepar
4206,2,7.0,NONE,Sonepar
4208,2,66.0,NONE,Sonepar
4209,1,77.0,NONE,Sonepar
4210,36,10.0,NONE,Sonepar
4211,6,0.0,NONE,Sonepar
4213,12,33.0,NONE,Sonepar
4214,9,0.0,NONE,Sonepar
4216,7,0.0,NONE,Sonepar
4218,2,11.0,NONE,Sonepar
4219,2,60.0,NONE,Sonepar
4221,2,73.0,NONE,Sonepar
4223,1,4.0,NONE,Sonepar
4225,6,31.0,NONE,Sonepar
4227,2,32.0,NONE,Sonepar
4228,4,7.0,NONE,Sonepar
4231,4,0.0,NONE,Sonepar
4232,6,3.0,NONE,Sonepar
4234,11,3.0,NONE,Sonepar
4236,2,54.0,NONE,Sonepar
4237,29,0.0,NONE,Sonepar
4239,9,0.0,NONE,Sonepar
4240,6,5.0,NONE,Sonepar
4241,11,6.0,NONE,Sonepar
4242,12,45.0,NONE,Sonepar
4245,15,0.0,NONE,Sonepar
4246,21,0.0,NONE,Sonepar
4247,22,18.0,NONE,Sonepar
4251,3,5.0,NONE,Sonepar
4254,5,3.0,NONE,Sonepar
4255,14,4.0,NONE,Sonepar
4256,3,27.0,NONE,Sonepar
4258,22,40.0,NONE,Sonepar
4259,20,10.0,NONE,Sonepar
4260,7,53.0,NONE,Sonepar
4261,6,27.0,NONE,Sonepar
